Category,Name,Price,Owned,Url,Product Id
Bees Wasps and Ants,Megascolia procer female wasp hornet Indonesia,$48.00,No,https://bicbugs.com/product/megascolia-procer-female-wasp-hornet-indonesia/,11791
Bees Wasps and Ants,Megascolia azurea wasp hornet Indonesia,$8.00,No,https://bicbugs.com/product/megascolia-azurea-wasp-hornet-indonesia/,11823
Bees Wasps and Ants,Euglossini red orchid bee Central America,$10.00,No,https://bicbugs.com/product/euglossini-red-orchid-bee-central-america/,13440
Bees Wasps and Ants,Vespa mandarinia wasp murder hornet Japan,$44.00,No,https://bicbugs.com/product/vespa-mandarinia-wasp-hornet-japan/,89093
Bees Wasps and Ants,Dasymutilla sackenii white velvet ant California USA,$20.00,No,https://bicbugs.com/product/dasymutilla-sackenii-white-velvet-ant-california-usa/,171749
Bees Wasps and Ants,Dasymutilla aureola yellow velvet ant California USA,$20.00,No,https://bicbugs.com/product/dasymutilla-aureola-yellow-velvet-ant-california-usa/,171753
Bees Wasps and Ants,wasp hornet nest Arizona USA,$10.00,No,https://bicbugs.com/product/wasp-hornet-nest-arizona-usa/,178916
Bees Wasps and Ants,Dasymutilla vestita red velvet ant California USA,$30.00,No,https://bicbugs.com/product/dasymutilla-vestita-red-velvet-ant-california-usa/,183581
Bees Wasps and Ants,Dasymutilla magnifica red velvet ant Arizona USA,$30.00,No,https://bicbugs.com/product/dasymutilla-magnifica-red-velvet-ant-arizona-usa/,183704
Bees Wasps and Ants,Dasymutilla magnifica orange velvet ant Arizona USA,$25.00,No,https://bicbugs.com/product/dasymutilla-magnifica-orange-velvet-ant-arizona-usa/,183707
Bees Wasps and Ants,Xylocopa latipes black iridescent carpenter bee Indonesia,$6.00,No,https://bicbugs.com/product/xylocopa-latipes-black-iridescent-carpenter-bee-indonesia/,184585
Bees Wasps and Ants,Xylocopa confusa yellow carpenter bee Indonesia,$8.00,No,https://bicbugs.com/product/xylocopa-confusa-yellow-carpenter-bee-indonesia/,184674
Bees Wasps and Ants,Xylocopa orange black iridescent carpenter bee Indonesia,$12.00,No,https://bicbugs.com/product/xylocopa-orange-black-iridescent-carpenter-bee-indonesia/,187449
Bees Wasps and Ants,Pantophthalmid giant elephant fly Madagascar RARE,$10.00,No,https://bicbugs.com/product/pantophthalmid-giant-elephant-fly-madagascar-rare/,204257
Bees Wasps and Ants,Vespa mandarinia wasp murder hornet QUEEN Japan,$78.00,No,https://bicbugs.com/product/vespa-mandarinia-wasp-murder-hornet-queen-japan/,205001
Bees Wasps and Ants,Vespa mandarinia wasp murder hornet QUEEN Japan,$88.00,No,https://bicbugs.com/product/vespa-mandarinia-wasp-murder-hornet-queen-japan-2/,205005
Bees Wasps and Ants,Vespa mandarinia wasp murder hornet QUEEN Japan,$98.00,No,https://bicbugs.com/product/vespa-mandarinia-wasp-murder-hornet-queen-japan-3/,205008
Scorpions Spiders and Centipedes,Acanthophrynus coronatus whip scorpion Indonesia,$18.00,No,https://bicbugs.com/product/acanthophrynus-coronatus/,8309
Scorpions Spiders and Centipedes,Acanthoscurria ferina rusty birdeater tarantula Peru,$22.00,No,https://bicbugs.com/product/acanthoscurria-ferina-rusty-birdeater-tarantula-peru/,203735
Scorpions Spiders and Centipedes,Aphonopelma chalcodes framed Arizona blonde tarantula female USA,$50.00,No,https://bicbugs.com/product/aphonopelma-chalcodes-framed-arizona-blonde-tarantula-female-usa/,170341
Scorpions Spiders and Centipedes,Aphonopelma chalcodes framed Arizona blonde tarantula male USA,$40.00,No,https://bicbugs.com/product/aphonopelma-chalcodes-framed-arizona-blonde-tarantula-male-usa/,176132
Scorpions Spiders and Centipedes,Aphonopelma chalcodes framed Arizona blonde tarantula USA,$40.00,No,https://bicbugs.com/product/aphonopelma-chalcodes-framed-arizona-blonde-tarantula-usa/,176130
Scorpions Spiders and Centipedes,Eurypelma spinicrus mounted legs spread tarantula Indonesia,$30.00,No,https://bicbugs.com/product/eurypelma-spinicrus-mounted-legs-spread-tarantula-indonesia/,197921
Scorpions Spiders and Centipedes,Garden spider orb weaver Indonesia,$6.00,No,https://bicbugs.com/product/garden-spider-orb-weaver-indonesia/,205451
Scorpions Spiders and Centipedes,Haplopelma minax tarantula Thailand,$19.00,No,https://bicbugs.com/product/haplopelma-minax/,8290
Scorpions Spiders and Centipedes,Haplopelma minax XL tarantula Thailand,$24.00,No,https://bicbugs.com/product/haplopelma-minax-xl-tarantula-thailand/,9252
Scorpions Spiders and Centipedes,Heterometrus cyaneus black scorpion Indonesia,$10.00,No,https://bicbugs.com/product/heterometrus-cyaneus/,8299
Scorpions Spiders and Centipedes,Heterometrus laoticus giant emperor scorpion mounted in defensive pose Thailand,$30.00,No,https://bicbugs.com/product/heterometrus-laoticus-giant-emperor-scorpion-mounted-in-defensive-pose-thailand/,13704
Scorpions Spiders and Centipedes,Heterometrus laoticus giant emperor scorpion Thailand,$18.00,No,https://bicbugs.com/product/heterometrus-laoticus/,8293
Scorpions Spiders and Centipedes,Heterometrus laoticus giant framed emperor scorpion Thailand,$38.00,No,https://bicbugs.com/product/heterometrus-laoticus-giant-framed-emperor-scorpion-thailand/,171255
Scorpions Spiders and Centipedes,Heterometrus spinifer Asian forest scorpion Thailand,$16.00,No,https://bicbugs.com/product/heterometrus-spinifer/,8298
Scorpions Spiders and Centipedes,Heteropoda boiei species green huntsman spider Malaysia,$6.00,No,https://bicbugs.com/product/heteropoda-boiei-species-green-huntsman-spider-malaysia/,173529
Scorpions Spiders and Centipedes,Heteropoda davidbowie species orange huntsman spider Malaysia,$6.00,No,https://bicbugs.com/product/heteropoda-davidbowie-species-orange-huntsman-spider-malaysia/,173531
Scorpions Spiders and Centipedes,Heteropoda species brown huntsman spider Malaysia,$6.00,No,https://bicbugs.com/product/heteropoda-species-huntsman-spider-malaysia/,11841
Scorpions Spiders and Centipedes,Heteropoda species orb weaver huntsman spider Malaysia,$6.00,No,https://bicbugs.com/product/heteropoda-species-huntsman-spider-malaysia-2/,173519
Scorpions Spiders and Centipedes,Heteropoda species red huntsman spider Malaysia,$8.00,No,https://bicbugs.com/product/heteropoda-species-red-huntsman-spider-malaysia/,173520
Scorpions Spiders and Centipedes,Heteropoda species striped huntsman spider Malaysia,$6.00,No,https://bicbugs.com/product/heteropoda-species-striped-huntsman-spider-malaysia/,173522
Scorpions Spiders and Centipedes,Hypocnoctus ranguensis whip scorpion Thailand,$8.00,No,https://bicbugs.com/product/hypocnoctus-ranguensis-whip-scorpion-thailand/,204946
Scorpions Spiders and Centipedes,Mesobuthus martensii gold scorpion China,$8.00,No,https://bicbugs.com/product/mesobuthus-martensii/,8305
Scorpions Spiders and Centipedes,Nephilia maculata orb weaver spider Malaysia,$20.00,No,https://bicbugs.com/product/nephilia-maculata-orb-weaver-spider-malaysia/,49892
Scorpions Spiders and Centipedes,Nephilia maculata orb weaver spider Malaysia,$14.00,No,https://bicbugs.com/product/nephilia-maculata-orb-weaver-spider-malaysia-2/,153837
Scorpions Spiders and Centipedes,Nephilia pilipes orb weaver spider Malaysia,$15.00,No,https://bicbugs.com/product/nephilia-pilipes-orb-weaver-spider-malaysia/,203816
Scorpions Spiders and Centipedes,Orb weaver spider web framed preserved USA,$30.00,No,https://bicbugs.com/product/framed-preserved-orb-weaver-spider-web-usa-7/,170506
Scorpions Spiders and Centipedes,Orb weaver spider web framed preserved USA,$30.00,No,https://bicbugs.com/product/framed-preserved-orb-weaver-spider-web-usa-8/,170509
Scorpions Spiders and Centipedes,Orb weaver spider web framed preserved USA,$30.00,No,https://bicbugs.com/product/framed-preserved-orb-weaver-spider-web-usa-4/,180256
